0 Temps	1 Thermocouple 0	2 Thermocouple 1	3 Thermocouple 2	4 Thermocouple 3	5 Thermocouple 4	6 Pression	7 Force	8 Temps Magna Power	9 Voltage Magna Power	10 Courant Magna Power
2126,800	105,500	99,080	719,520	720,860	720,880	102,860	316,920	192,000	0,000	0,000
2127,000	105,420	98,850	719,540	720,860	720,870	102,860	316,910	192,000	0,000	0,000
2127,200	105,360	98,750	719,510	720,850	720,870	102,910	316,900	192,000	0,000	0,000
2127,400	105,210	98,590	719,500	720,860	720,870	102,960	316,940	193,000	0,000	0,000
2127,600	105,180	98,520	719,460	720,850	720,870	102,970	316,910	193,000	0,000	0,000
2127,800	104,990	98,370	719,500	720,850	720,870	102,990	316,710	193,000	0,000	0,000
2128,000	104,780	98,300	719,530	720,860	720,870	102,990	316,800	193,000	0,000	0,000
2128,200	104,670	98,230	719,540	720,870	720,870	103,000	316,800	193,000	0,000	0,000
2128,400	104,590	98,190	719,470	720,870	720,870	103,000	316,740	193,000	0,000	0,000
2128,600	104,590	98,100	719,490	720,850	720,870	103,000	316,630	194,000	0,000	0,000
2128,800	104,520	98,040	719,490	720,850	720,880	103,010	316,760	194,000	0,000	0,000
2129,000	104,430	97,860	719,460	720,860	720,870	103,020	316,720	194,000	0,000	0,000
2129,200	104,280	97,730	719,490	720,860	720,870	103,050	316,900	195,000	0,000	0,000
2129,400	104,190	97,600	719,510	720,860	720,880	103,100	316,950	195,000	0,000	0,000
2129,600	104,080	97,520	719,530	720,860	720,890	103,120	316,770	195,000	0,000	0,000
2129,800	103,880	97,420	719,480	720,850	720,890	103,140	316,760	195,000	0,000	0,000
2130,000	103,710	97,350	719,470	720,860	720,880	103,160	316,840	195,000	0,000	0,000
2130,200	103,630	97,310	719,480	720,870	720,870	103,160	316,710	195,000	0,000	0,000
2130,400	103,580	97,220	719,510	720,870	720,870	103,160	316,720	196,000	0,000	0,000
2130,600	103,520	97,180	719,520	720,850	720,870	103,160	317,130	196,000	0,000	0,000
2130,800	103,510	97,120	719,480	720,860	720,870	103,180	316,980	196,000	0,000	0,000
2131,000	103,490	97,060	719,450	720,860	720,870	103,180	316,940	196,000	0,000	0,000
2131,200	103,370	96,940	719,440	720,870	720,870	103,220	316,790	197,000	0,000	0,000
2131,400	103,270	96,720	719,470	720,870	720,870	103,270	316,700	197,000	0,000	0,000
2131,600	103,040	96,600	719,460	720,860	720,880	103,300	316,510	197,000	0,000	0,000
2131,800	102,910	96,490	719,480	720,860	720,880	103,320	316,680	197,000	0,000	0,000
2132,000	102,810	96,420	719,510	720,870	720,880	103,330	316,700	197,000	0,000	0,000
2132,200	102,690	96,390	719,500	720,870	720,870	103,330	316,650	197,000	0,000	0,000
2132,400	102,630	96,360	719,480	720,860	720,880	103,330	316,530	198,000	0,000	0,000
2132,600	102,620	96,340	719,490	720,850	720,880	103,330	316,420	198,000	0,000	0,000
2132,800	102,570	96,270	719,490	720,860	720,890	103,340	316,520	198,000	0,000	0,000
2133,000	102,500	96,190	719,480	720,860	720,880	103,350	316,640	198,000	0,000	0,000
2133,200	102,460	96,060	719,430	720,860	720,870	103,360	316,580	199,000	0,000	0,000
2133,400	102,290	95,950	719,480	720,850	720,870	103,420	316,620	199,000	0,000	0,000
2133,600	102,110	95,740	719,440	720,860	720,880	103,450	316,630	199,000	0,000	0,000
2133,800	101,990	95,620	719,400	720,860	720,870	103,470	316,490	199,000	0,000	0,000
2134,000	101,820	95,510	719,450	720,860	720,880	103,490	316,550	199,000	0,000	0,000
2134,200	101,740	95,440	719,530	720,870	720,870	103,500	316,460	199,000	0,000	0,000
2134,400	101,670	95,400	719,550	720,860	720,870	103,500	316,500	200,000	0,000	0,000
2134,600	101,650	95,410	719,540	720,860	720,870	103,500	316,580	200,000	0,000	0,000
2134,800	101,580	95,350	719,540	720,860	720,870	103,500	316,460	200,000	0,000	0,000
2135,000	101,530	95,250	719,510	720,870	720,870	103,510	316,490	200,000	0,000	0,000
2135,200	101,430	95,150	719,200	720,870	720,870	103,520	316,370	200,000	0,000	0,000
2135,400	101,370	95,030	718,480	720,870	720,870	103,570	316,470	201,000	0,000	0,000
2135,600	101,210	94,930	718,110	720,870	720,880	103,600	316,500	201,000	0,000	0,000
2135,800	101,020	94,770	717,970	720,860	720,870	103,620	316,490	201,000	0,000	0,000
2136,000	100,930	94,630	717,840	720,870	720,870	103,650	316,380	201,000	0,000	0,000
2136,200	100,810	94,560	717,770	720,870	720,870	103,660	316,400	202,000	0,000	0,000
2136,400	100,740	94,490	717,710	720,870	720,880	103,670	316,380	202,000	0,000	0,000
2136,600	100,720	94,480	717,690	720,860	720,870	103,670	316,230	202,000	0,000	0,000
2136,800	100,660	94,420	717,630	720,870	720,870	103,670	316,230	202,000	0,000	0,000
2137,000	100,620	94,380	717,450	720,870	720,870	103,670	316,300	202,000	0,000	0,000
2137,200	100,560	94,350	717,400	720,860	720,870	103,680	316,220	202,000	0,000	0,000
2137,400	100,400	94,290	717,340	720,860	720,880	103,700	316,140	203,000	0,000	0,000
2137,600	100,230	94,020	717,270	720,860	720,880	103,740	316,300	203,000	0,000	0,000
2137,800	100,140	93,880	716,930	720,860	720,870	103,760	316,290	203,000	0,000	0,000
2138,000	100,000	93,820	716,770	720,850	720,870	103,790	316,210	203,000	0,000	0,000
2138,200	99,840	93,720	716,690	720,860	720,870	103,820	316,180	204,000	0,000	0,000
2138,400	99,790	93,630	716,750	720,840	720,870	103,830	316,020	204,000	0,000	0,000
2138,600	99,770	93,560	716,860	720,860	720,880	103,840	316,300	204,000	0,000	0,000
2138,800	99,720	93,510	716,920	720,850	720,870	103,840	316,210	204,000	0,000	0,000
2139,000	99,700	93,480	716,880	720,860	720,870	103,840	316,160	204,000	0,000	0,000
2139,200	99,630	93,470	716,930	720,860	720,880	103,840	316,190	204,000	0,000	0,000
2139,400	99,560	93,450	716,950	720,850	720,880	103,840	316,200	205,000	0,000	0,000
2139,600	99,470	93,420	716,460	720,850	720,880	103,850	316,240	205,000	0,000	0,000
2139,800	99,320	93,310	716,280	720,860	720,870	103,890	316,220	205,000	0,000	0,000
2140,000	99,140	93,150	716,190	720,860	720,870	103,920	316,190	205,000	0,000	0,000
2140,200	98,970	93,030	716,190	720,860	720,870	103,940	316,190	206,000	0,000	0,000
2140,400	98,970	92,930	716,180	720,860	720,880	103,980	316,030	206,000	0,000	0,000
2140,600	98,850	92,750	716,200	720,870	720,880	103,990	316,150	206,000	0,000	0,000
2140,800	98,780	92,640	716,220	720,860	720,880	104,000	316,160	206,000	0,000	0,000
2141,000	98,760	92,590	716,250	720,860	720,870	104,000	316,190	206,000	0,000	0,000
2141,200	98,730	92,560	716,180	720,850	720,880	104,010	316,190	206,000	0,000	0,000
2141,400	98,710	92,570	716,210	720,860	720,870	104,010	315,940	207,000	0,000	0,000
2141,600	98,630	92,520	716,200	720,850	720,870	104,010	316,070	207,000	0,000	0,000
2141,800	98,520	92,490	716,250	720,850	720,870	104,040	316,100	207,000	0,000	0,000
2142,000	98,360	92,440	716,270	720,860	720,880	104,070	316,060	207,000	0,000	0,000
2142,200	98,250	92,350	716,250	720,860	720,870	104,080	316,030	207,000	0,000	0,000
2142,400	98,130	92,280	716,200	720,870	720,870	104,110	315,880	208,000	0,000	0,000
2142,600	97,990	92,090	716,230	720,870	720,870	104,150	315,970	208,000	0,000	0,000
2142,800	97,890	91,890	716,260	720,870	720,870	104,160	316,000	208,000	0,000	0,000
2143,000	97,820	91,770	716,210	720,870	720,870	104,170	315,970	208,000	0,000	0,000
2143,200	97,790	91,730	716,200	720,870	720,880	104,170	316,050	209,000	0,000	0,000
2143,400	97,770	91,710	716,170	720,870	720,880	104,180	316,150	209,000	0,000	0,000
2143,600	97,750	91,610	716,140	720,860	720,880	104,180	316,050	209,000	0,000	0,000
2143,800	97,720	91,570	716,130	720,860	720,870	104,180	316,050	209,000	0,000	0,000
2144,000	97,600	91,560	716,130	720,860	720,870	104,180	315,960	209,000	0,000	0,000
2144,200	97,470	91,510	716,140	720,860	720,870	104,190	315,990	209,000	0,000	0,000
2144,400	97,380	91,520	716,190	720,860	720,880	104,190	315,920	210,000	0,000	0,000
2144,600	97,170	91,440	716,240	720,860	720,880	104,250	315,950	210,000	0,000	0,000
2144,800	97,050	91,320	716,230	720,870	720,880	104,300	315,870	210,000	0,000	0,000
2145,000	96,990	91,150	716,280	720,870	720,890	104,320	315,800	210,000	0,000	0,000
2145,200	96,910	90,980	716,360	720,870	720,880	104,340	315,810	211,000	0,000	0,000
2145,400	96,910	90,910	716,330	720,840	720,870	104,340	315,780	211,000	0,000	0,000
2145,600	96,850	90,760	716,300	720,850	720,880	104,340	315,840	211,000	0,000	0,000
2145,800	96,800	90,700	716,350	720,860	720,870	104,350	315,930	211,000	0,000	0,000
2146,000	96,760	90,650	716,310	720,870	720,870	104,350	315,800	211,000	0,000	0,000
2146,200	96,750	90,620	716,240	720,870	720,870	104,350	315,970	211,000	0,000	0,000
2146,400	96,700	90,620	716,190	720,850	720,880	104,350	316,140	212,000	0,000	0,000
2146,600	96,520	90,610	716,160	720,850	720,870	104,370	316,060	212,000	0,000	0,000
2146,800	96,340	90,580	716,340	720,850	720,870	104,380	316,020	212,000	0,000	0,000
2147,000	96,260	90,560	716,370	720,850	720,880	104,400	316,040	212,000	0,000	0,000
2147,200	96,110	90,490	716,420	720,860	720,870	104,450	316,100	213,000	0,000	0,000
2147,400	96,040	90,440	716,470	720,860	720,890	104,480	315,810	213,000	0,000	0,000
2147,600	95,940	90,300	716,450	720,860	720,880	104,500	315,820	213,000	0,000	0,000
2147,800	95,900	90,190	716,310	720,860	720,890	104,510	315,800	213,000	0,000	0,000
2148,000	95,880	90,040	716,260	720,860	720,880	104,510	315,850	213,000	0,000	0,000
2148,200	95,850	89,940	716,240	720,850	720,870	104,510	315,860	214,000	0,000	0,000
2148,400	95,830	89,850	716,290	720,840	720,880	104,540	316,000	214,000	0,000	0,000
2148,600	95,790	89,820	716,360	720,840	720,880	104,540	316,140	214,000	0,000	0,000
2148,800	95,790	89,850	716,290	720,840	720,870	104,550	316,260	214,000	0,000	0,000
2149,000	95,790	89,840	716,280	720,850	720,880	104,550	316,110	215,000	0,000	0,000
2149,200	95,620	89,720	716,390	720,860	720,890	104,590	316,150	215,000	0,000	0,000
2149,400	95,520	89,710	716,310	720,860	720,880	104,630	316,290	215,000	0,000	0,000
2149,600	95,380	89,670	716,420	720,860	720,880	104,650	316,180	215,000	0,000	0,000
2149,800	95,170	89,630	716,420	720,840	720,880	104,670	316,130	215,000	0,000	0,000
2150,000	95,110	89,620	716,420	720,860	720,870	104,680	316,110	215,000	0,000	0,000
2150,200	95,020	89,550	716,390	720,860	720,870	104,680	316,020	216,000	0,000	0,000
2150,400	95,020	89,480	716,490	720,850	720,890	104,680	316,010	216,000	0,000	0,000
2150,600	94,960	89,380	716,520	720,850	720,880	104,680	315,970	216,000	0,000	0,000
2150,800	94,910	89,140	716,400	720,850	720,870	104,710	315,980	216,000	0,000	0,000
2151,000	94,860	88,930	716,380	720,850	720,870	104,710	316,000	216,000	0,000	0,000
2151,200	94,760	88,820	716,340	720,860	720,870	104,710	316,030	216,000	0,000	0,000
2151,400	94,670	88,840	716,320	720,860	720,880	104,720	316,230	217,000	0,000	0,000
2151,600	94,540	88,750	716,290	720,860	720,870	104,750	315,930	217,000	0,000	0,000
2151,800	94,340	88,700	716,580	720,860	720,870	104,800	315,950	217,000	0,000	0,000
2152,000	94,250	88,670	716,480	720,860	720,870	104,820	315,950	217,000	0,000	0,000
