0 Temps	1 Thermocouple 0	2 Thermocouple 1	3 Thermocouple 2	4 Thermocouple 3	5 Thermocouple 4	6 Pression	7 Force	8 Temps Magna Power	9 Voltage Magna Power	10 Courant Magna Power
2065,200	184,760	187,990	717,050	720,860	720,880	100,990	315,320	130,000	0,100	0,000
2065,400	184,280	187,170	717,040	720,860	720,880	101,000	315,380	130,000	0,100	0,000
2065,600	183,690	186,420	717,040	720,860	720,870	101,000	315,390	131,000	0,100	0,000
2065,800	183,210	185,650	717,040	720,860	720,870	101,000	315,560	131,000	0,100	0,000
2066,000	182,690	184,890	717,050	720,860	720,870	100,990	315,500	131,000	0,100	0,000
2066,200	182,210	184,130	717,050	720,860	720,870	100,990	315,600	131,000	0,100	0,000
2066,400	181,640	183,310	717,040	720,870	720,870	101,000	315,630	131,000	0,100	0,000
2066,600	181,190	182,550	717,040	720,870	720,870	100,990	315,670	131,000	0,100	0,000
2066,800	180,650	181,800	717,040	720,850	720,870	100,990	315,740	132,000	0,100	0,000
2067,000	180,130	181,140	717,040	720,860	720,880	100,990	315,790	132,000	0,100	0,000
2067,200	179,630	180,370	717,040	720,860	720,870	100,990	315,880	132,000	0,100	0,000
2067,400	179,090	179,650	717,040	720,860	720,870	100,980	315,920	132,000	0,100	0,000
2067,600	178,590	178,890	717,040	720,860	720,870	100,980	316,030	132,000	0,100	0,000
2067,800	178,000	178,170	717,040	720,850	720,870	100,980	315,980	132,000	0,100	0,000
2068,000	177,590	177,480	717,040	720,860	720,870	100,970	315,860	133,000	0,100	0,000
2068,200	177,000	176,700	717,040	720,860	720,880	100,970	315,850	133,000	0,100	0,000
2068,400	176,500	176,000	717,040	720,860	720,880	100,970	315,980	133,000	0,100	0,000
2068,600	175,910	175,300	717,040	720,860	720,870	100,970	316,000	133,000	0,100	0,000
2068,800	175,500	174,550	717,090	720,870	720,880	100,970	316,190	134,000	0,100	0,000
2069,000	174,990	173,840	717,150	720,850	720,880	100,970	316,140	134,000	0,100	0,000
2069,200	174,500	173,250	717,100	720,850	720,880	100,970	316,170	134,000	0,100	0,000
2069,400	173,950	172,570	717,090	720,860	720,870	100,970	316,290	134,000	0,100	0,000
2069,600	173,460	171,800	717,080	720,860	720,870	100,980	316,200	134,000	0,100	0,000
2069,800	172,950	171,140	717,060	720,860	720,880	100,970	316,160	134,000	0,100	0,000
2070,000	172,510	170,540	717,080	720,860	720,880	100,970	316,270	135,000	0,100	0,000
2070,200	172,020	169,830	717,260	720,870	720,870	100,970	316,320	135,000	0,100	0,000
2070,400	171,530	169,170	717,140	720,870	720,870	100,970	316,290	135,000	0,100	0,000
2070,600	171,030	168,590	717,070	720,870	720,870	100,970	316,500	135,000	0,100	0,000
2070,800	170,530	167,940	717,060	720,860	720,870	100,970	316,630	136,000	0,100	0,000
2071,000	170,050	167,420	717,050	720,850	720,880	100,970	316,640	136,000	0,100	0,000
2071,200	169,580	166,770	717,040	720,860	720,880	100,970	316,560	136,000	0,100	0,000
2071,400	169,120	166,120	717,040	720,860	720,880	100,970	316,500	136,000	0,100	0,000
2071,600	168,660	165,540	717,050	720,860	720,880	100,970	316,590	136,000	0,100	0,000
2071,800	168,220	164,930	717,090	720,870	720,890	100,970	316,260	137,000	0,100	0,000
2072,000	167,890	164,380	717,070	720,860	720,880	100,970	316,560	137,000	0,100	0,000
2072,200	167,380	163,820	717,080	720,860	720,880	100,970	316,620	137,000	0,100	0,000
2072,400	167,010	163,210	717,300	720,870	720,870	100,970	316,830	137,000	0,100	0,000
2072,600	166,480	162,660	718,590	720,870	720,870	100,970	316,890	138,000	0,100	0,000
2072,800	166,110	162,080	719,190	720,850	720,880	100,970	316,490	138,000	0,100	0,000
2073,000	165,470	161,400	719,370	720,860	720,880	100,970	316,840	138,000	0,100	0,000
2073,200	165,030	160,810	718,780	720,860	720,880	100,970	316,960	138,000	0,100	0,000
2073,400	164,530	160,190	718,020	720,860	720,870	100,970	316,910	138,000	0,100	0,000
2073,600	164,090	159,550	717,430	720,870	720,870	100,950	316,810	138,000	0,100	0,000
2073,800	163,730	159,110	717,190	720,860	720,880	100,960	316,750	139,000	0,100	0,000
2074,000	163,280	158,530	717,100	720,860	720,880	100,960	316,760	139,000	0,100	0,000
2074,200	162,720	158,020	717,090	720,860	720,870	100,960	316,920	139,000	0,100	0,000
2074,400	162,300	157,450	717,060	720,860	720,870	100,960	316,890	139,000	0,000	0,000
2074,600	161,910	156,970	717,040	720,860	720,880	100,960	316,970	139,000	0,000	0,000
2074,800	161,510	156,420	717,040	720,840	720,880	100,950	316,900	139,000	0,100	0,000
2075,000	161,060	155,910	717,040	720,850	720,880	100,950	316,910	140,000	0,100	0,000
2075,200	160,590	155,330	717,040	720,860	720,870	100,940	316,890	140,000	0,000	0,000
2075,400	160,200	154,880	717,080	720,870	720,880	100,940	316,960	140,000	0,000	0,000
2075,600	159,740	154,330	717,060	720,850	720,870	100,940	317,260	140,000	0,100	0,000
2075,800	159,390	153,930	717,070	720,840	720,880	100,940	317,510	141,000	0,100	0,000
2076,000	158,960	153,340	717,070	720,850	720,880	100,940	317,680	141,000	0,100	0,000
2076,200	158,520	152,940	717,060	720,860	720,870	100,940	317,610	141,000	0,100	0,000
2076,400	158,230	152,410	717,100	720,870	720,870	100,940	317,590	141,000	0,100	0,000
2076,600	157,970	152,100	717,350	720,860	720,870	100,940	317,810	141,000	0,100	0,000
2076,800	157,680	151,800	717,360	720,830	720,880	100,900	317,840	141,000	0,100	0,000
2077,000	157,020	151,240	717,250	720,850	720,880	100,910	317,890	142,000	0,100	0,000
2077,200	156,580	150,600	717,270	720,860	720,880	100,930	317,730	142,000	0,000	0,000
2077,400	156,210	150,150	717,370	720,860	720,880	100,930	317,730	142,000	0,000	0,000
2077,600	155,750	149,600	717,540	720,870	720,870	100,940	317,700	142,000	0,000	0,000
2077,800	155,480	149,270	717,530	720,840	720,870	100,900	317,690	143,000	0,000	0,000
2078,000	154,980	148,720	717,600	720,860	720,870	100,860	317,690	143,000	0,000	0,000
2078,200	154,610	148,310	717,650	720,860	720,870	100,890	317,840	143,000	0,000	0,000
2078,400	154,260	147,860	717,660	720,860	720,870	100,860	317,830	143,000	0,000	0,000
2078,600	153,850	147,430	717,610	720,860	720,870	100,840	317,830	143,000	0,000	0,000
2078,800	153,570	147,030	717,490	720,840	720,880	100,830	318,050	144,000	0,100	0,000
2079,000	153,160	146,570	717,360	720,850	720,880	100,830	317,960	144,000	0,100	0,000
2079,200	152,760	146,190	717,340	720,860	720,880	100,830	317,870	144,000	0,100	0,000
2079,400	152,480	145,700	717,520	720,860	720,880	100,830	317,820	144,000	0,000	0,000
2079,600	152,030	145,320	717,770	720,860	720,870	100,830	317,850	145,000	0,000	0,000
2079,800	151,730	144,910	717,820	720,860	720,880	100,820	317,920	145,000	0,100	0,000
2080,000	151,380	144,520	717,790	720,860	720,870	100,820	317,960	145,000	0,100	0,000
2080,200	150,940	144,030	717,750	720,870	720,880	100,820	317,930	145,000	0,000	0,000
2080,400	150,630	143,630	717,780	720,860	720,870	100,820	317,960	145,000	0,000	0,000
2080,600	150,240	143,300	717,820	720,850	720,870	100,820	317,980	145,000	0,000	0,000
2080,800	149,890	142,880	717,650	720,850	720,870	100,820	317,830	146,000	0,000	0,000
2081,000	149,600	142,540	717,620	720,850	720,870	100,830	317,910	146,000	0,100	0,000
2081,200	149,190	142,100	717,730	720,860	720,870	100,820	317,960	146,000	0,100	0,000
2081,400	148,830	141,710	717,810	720,870	720,870	100,820	318,070	146,000	0,100	0,000
2081,600	148,560	141,280	717,760	720,870	720,880	100,820	318,050	147,000	0,100	0,000
2081,800	148,190	140,930	717,660	720,860	720,880	100,820	318,150	147,000	0,000	0,000
2082,000	147,860	140,600	717,540	720,850	720,880	100,810	318,160	147,000	0,000	0,000
2082,200	147,550	140,120	717,720	720,860	720,880	100,810	318,220	147,000	0,100	0,000
2082,400	147,100	139,750	717,830	720,850	720,870	100,810	318,110	147,000	0,100	0,000
2082,600	146,830	139,520	717,930	720,850	720,870	100,810	318,060	147,000	0,100	0,000
2082,800	146,560	139,100	718,650	720,860	720,880	100,810	318,350	148,000	0,100	0,000
2083,000	146,100	138,760	718,690	720,860	720,880	100,810	318,290	148,000	0,000	0,000
2083,200	145,840	138,480	718,280	720,850	720,880	100,810	318,250	148,000	0,000	0,000
2083,400	145,520	138,050	718,110	720,860	720,870	100,810	318,350	148,000	0,100	0,000
2083,600	145,140	137,750	718,040	720,860	720,880	100,810	318,310	148,000	0,100	0,000
2083,800	144,950	137,480	718,010	720,850	720,880	100,810	318,370	148,000	0,000	0,000
2084,000	144,590	137,080	717,890	720,860	720,870	100,810	318,320	149,000	0,000	0,000
2084,200	144,210	136,790	717,440	720,860	720,870	100,810	318,230	149,000	0,100	0,000
2084,400	143,930	136,450	717,220	720,870	720,880	100,810	318,300	149,000	0,100	0,000
2084,600	143,630	136,050	717,340	720,870	720,870	100,810	318,290	150,000	0,000	0,000
2084,800	143,340	135,830	717,650	720,850	720,870	100,810	318,430	150,000	0,000	0,000
2085,000	143,040	135,480	717,390	720,860	720,870	100,810	318,380	150,000	0,000	0,000
2085,200	142,780	135,070	717,300	720,870	720,870	100,810	318,440	150,000	0,000	0,000
2085,400	142,310	134,800	718,200	720,860	720,880	100,810	318,540	150,000	0,100	0,000
2085,600	142,040	134,490	718,160	720,860	720,870	100,810	318,470	150,000	0,100	0,000
2085,800	141,840	134,120	717,530	720,860	720,880	100,810	318,490	151,000	0,100	0,000
2086,000	141,450	133,860	717,280	720,860	720,870	100,810	318,340	151,000	0,000	0,000
2086,200	141,130	133,500	717,200	720,860	720,870	100,810	318,310	151,000	0,000	0,000
2086,400	140,950	133,130	717,140	720,870	720,880	100,810	318,380	151,000	0,000	0,000
2086,600	140,570	132,900	717,080	720,850	720,870	100,810	318,330	152,000	0,000	0,000
2086,800	140,290	132,690	717,050	720,840	720,870	100,810	318,150	152,000	0,100	0,000
2087,000	140,060	132,280	717,090	720,850	720,870	100,810	318,310	152,000	0,100	0,000
2087,200	139,810	132,000	717,100	720,850	720,870	100,810	318,300	152,000	0,100	0,000
2087,400	139,420	131,680	717,130	720,860	720,880	100,810	318,440	152,000	0,100	0,000
2087,600	139,180	131,380	717,160	720,860	720,870	100,810	318,380	152,000	0,100	0,000
2087,800	138,950	131,120	717,220	720,860	720,890	100,810	318,230	153,000	0,100	0,000
2088,000	138,550	130,870	717,110	720,860	720,880	100,810	318,500	153,000	0,000	0,000
2088,200	138,260	130,530	717,110	720,860	720,870	100,810	318,450	153,000	0,000	0,000
2088,400	138,080	130,190	717,200	720,870	720,880	100,810	318,420	153,000	0,100	0,000
2088,600	137,840	129,990	717,740	720,860	720,870	100,810	318,450	154,000	0,100	0,000
2088,800	137,540	129,760	718,800	720,860	720,880	100,810	318,560	154,000	0,100	0,000
2089,000	137,270	129,390	719,200	720,860	720,880	100,810	318,390	154,000	0,100	0,000
2089,200	137,100	129,130	719,330	720,860	720,880	100,810	318,440	154,000	0,000	0,000
2089,400	136,800	128,880	719,390	720,860	720,890	100,810	318,580	154,000	0,000	0,000
2089,600	136,450	128,550	719,480	720,870	720,880	100,810	318,580	154,000	0,000	0,000
2089,800	136,290	128,280	719,460	720,860	720,900	100,810	318,470	155,000	0,000	0,000
2090,000	136,030	128,090	719,450	720,860	720,880	100,810	318,610	155,000	0,000	0,000
2090,200	135,700	127,840	719,450	720,870	720,880	100,810	318,490	155,000	0,000	0,000
2090,400	135,390	127,510	719,320	720,870	720,870	100,810	318,500	155,000	0,000	0,000
2090,600	135,220	127,220	718,530	720,860	720,870	100,810	318,540	156,000	0,000	0,000
2090,800	134,960	127,110	718,020	720,850	720,870	100,810	318,330	156,000	0,000	0,000
2091,000	134,610	126,790	717,720	720,860	720,880	100,810	318,540	156,000	0,000	0,000
2091,200	134,370	126,450	717,630	720,850	720,870	100,810	318,420	156,000	0,100	0,000
2091,400	134,150	126,210	717,270	720,860	720,870	100,810	318,490	156,000	0,100	0,000
2091,600	133,800	126,010	716,920	720,860	720,870	100,810	318,500	157,000	0,000	0,000
2091,800	133,590	125,740	716,850	720,860	720,880	100,810	318,510	157,000	0,000	0,000
2092,000	133,390	125,440	716,920	720,840	720,870	100,820	318,430	157,000	0,000	0,000
2092,200	133,190	125,240	716,980	720,840	720,870	100,820	318,440	157,000	0,000	0,000
2092,400	132,890	125,070	717,020	720,850	720,870	100,820	318,420	157,000	0,000	0,000
2092,600	132,560	124,750	717,010	720,860	720,870	100,820	318,470	157,000	0,000	0,000
2092,800	132,420	124,500	717,040	720,850	720,870	100,820	318,310	158,000	0,000	0,000
2093,000	132,200	124,300	717,030	720,830	720,870	100,830	318,330	158,000	0,000	0,000
2093,200	131,930	124,120	717,090	720,860	720,870	100,820	318,520	158,000	0,000	0,000
2093,400	131,600	123,840	717,040	720,860	720,870	100,820	318,470	158,000	0,000	0,000
2093,600	131,420	123,490	717,040	720,850	720,870	100,820	318,520	159,000	0,000	0,000
2093,800	131,260	123,340	717,060	720,840	720,880	100,840	318,550	159,000	0,000	0,000
2094,000	130,920	123,230	717,030	720,860	720,870	100,850	318,480	159,000	0,000	0,000
2094,200	130,670	122,900	717,080	720,860	720,870	100,900	318,470	159,000	0,000	0,000
2094,400	130,470	122,630	717,040	720,860	720,870	100,920	318,390	159,000	0,000	0,000
2094,600	130,330	122,410	717,050	720,860	720,870	100,930	318,460	159,000	0,000	0,000
2094,800	130,080	122,260	717,050	720,850	720,870	100,930	318,450	160,000	0,000	0,000
2095,000	129,740	122,040	717,170	720,860	720,870	100,940	318,470	160,000	0,000	0,000
2095,200	129,550	121,780	717,080	720,860	720,870	100,930	318,470	160,000	0,000	0,000
2095,400	129,400	121,510	717,070	720,850	720,870	100,940	318,510	160,000	0,000	0,000
2095,600	129,090	121,360	717,080	720,860	720,870	100,950	318,470	161,000	0,000	0,000
2095,800	128,870	121,240	717,390	720,840	720,880	100,970	318,360	161,000	0,000	0,000
2096,000	128,640	120,990	717,190	720,850	720,880	100,970	318,430	161,000	0,000	0,000
2096,200	128,500	120,690	717,100	720,860	720,880	100,970	318,390	161,000	0,000	0,000
2096,400	128,310	120,480	717,060	720,860	720,870	100,970	318,460	161,000	0,000	0,000
2096,600	128,030	120,360	717,040	720,860	720,870	100,970	318,460	161,000	0,000	0,000
2096,800	127,800	120,220	717,020	720,860	720,870	100,970	318,730	162,000	0,000	0,000
2097,000	127,600	119,940	717,020	720,850	720,880	100,970	318,600	162,000	0,000	0,000
2097,200	127,440	119,660	717,030	720,850	720,880	100,970	318,660	162,000	0,000	0,000
2097,400	127,150	119,480	717,030	720,860	720,870	100,970	318,580	163,000	0,000	0,000
2097,600	126,900	119,350	717,030	720,860	720,870	100,970	318,370	163,000	0,000	0,000
2097,800	126,720	119,250	717,030	720,860	720,870	100,980	318,320	163,000	0,000	0,000
2098,000	126,600	118,940	717,030	720,870	720,870	100,980	318,410	163,000	0,000	0,000
2098,200	126,390	118,680	717,030	720,860	720,870	100,990	318,490	163,000	0,000	0,000
2098,400	126,140	118,520	717,030	720,860	720,880	100,990	318,500	163,000	0,000	0,000
2098,600	125,890	118,370	717,030	720,870	720,870	100,990	318,390	164,000	0,000	0,000
2098,800	125,710	118,170	717,030	720,850	720,880	100,990	318,450	164,000	0,000	0,000
2099,000	125,600	117,860	717,030	720,860	720,880	101,000	318,430	164,000	0,000	0,000
2099,200	125,420	117,630	717,040	720,860	720,870	100,990	318,360	164,000	0,000	0,000
2099,400	125,110	117,530	717,040	720,860	720,880	100,990	318,450	165,000	0,000	0,000
2099,600	124,870	117,410	717,040	720,860	720,870	101,010	318,380	165,000	0,000	0,000
2099,800	124,760	117,230	717,090	720,850	720,880	101,060	318,330	165,000	0,000	0,000
2100,000	124,610	116,920	717,080	720,850	720,870	101,100	318,430	165,000	0,000	0,000
2100,200	124,370	116,690	717,070	720,850	720,870	101,120	318,300	165,000	0,000	0,000
2100,400	124,080	116,570	717,050	720,860	720,870	101,130	318,370	165,000	0,000	0,000
2100,600	123,870	116,450	717,050	720,860	720,870	101,140	318,310	166,000	0,000	0,000
2100,800	123,760	116,330	717,050	720,860	720,880	101,140	318,370	166,000	0,000	0,000
2101,000	123,650	116,100	717,040	720,860	720,870	101,140	318,340	166,000	0,000	0,000
2101,200	123,490	115,840	717,040	720,870	720,880	101,140	318,230	166,000	0,000	0,000
2101,400	123,230	115,680	717,040	720,860	720,890	101,140	318,290	166,000	0,000	0,000
2101,600	122,960	115,570	717,040	720,850	720,880	101,140	318,200	166,000	0,000	0,000
2101,800	122,860	115,480	717,040	720,860	720,870	101,140	318,360	167,000	0,000	0,000
2102,000	122,710	115,220	717,040	720,870	720,880	101,150	318,410	167,000	0,000	0,000
2102,200	122,610	114,970	717,040	720,860	720,870	101,150	318,370	167,000	0,000	0,000
2102,400	122,320	114,770	717,040	720,850	720,870	101,150	318,320	167,000	0,000	0,000
2102,600	122,050	114,640	717,040	720,860	720,870	101,150	318,500	168,000	0,000	0,000
2102,800	121,920	114,530	717,040	720,860	720,870	101,160	318,340	168,000	0,000	0,000
2103,000	121,810	114,360	717,050	720,870	720,880	101,180	318,270	168,000	0,000	0,000
2103,200	121,710	114,160	717,050	720,870	720,870	101,240	318,340	168,000	0,000	0,000
2103,400	121,540	113,870	717,050	720,870	720,870	101,260	318,480	168,000	0,000	0,000
2103,600	121,270	113,720	717,080	720,860	720,870	101,260	318,230	168,000	0,000	0,000
2103,800	121,040	113,590	717,080	720,860	720,870	101,260	318,460	169,000	0,000	0,000
2104,000	120,910	113,530	717,140	720,860	720,870	101,260	318,300	169,000	0,000	0,000
2104,200	120,820	113,300	717,630	720,870	720,870	101,280	318,190	169,000	0,000	0,000
2104,400	120,680	113,050	717,610	720,860	720,870	101,300	318,220	170,000	0,000	0,000
2104,600	120,500	112,880	717,500	720,870	720,880	101,310	318,110	170,000	0,000	0,000
2104,800	120,180	112,770	717,450	720,860	720,880	101,310	318,190	170,000	0,000	0,000
2105,000	120,000	112,680	717,480	720,860	720,870	101,310	318,180	170,000	0,000	0,000
2105,200	119,890	112,540	717,520	720,860	720,870	101,310	318,180	170,000	0,000	0,000
2105,400	119,770	112,340	717,530	720,870	720,870	101,310	318,200	170,000	0,000	0,000
2105,600	119,640	112,130	717,530	720,870	720,870	101,320	317,850	171,000	0,000	0,000
2105,800	119,450	111,930	717,610	720,870	720,870	101,320	318,170	171,000	0,000	0,000
2106,000	119,170	111,800	717,640	720,870	720,870	101,360	318,220	171,000	0,000	0,000
2106,200	119,000	111,720	717,630	720,870	720,870	101,400	318,190	171,000	0,000	0,000
2106,400	118,900	111,620	717,630	720,870	720,870	101,420	318,200	172,000	0,000	0,000
2106,600	118,820	111,490	717,800	720,850	720,870	101,430	318,060	172,000	0,000	0,000
2106,800	118,630	111,240	717,880	720,860	720,880	101,460	318,090	172,000	0,000	0,000
2107,000	118,380	111,010	717,940	720,870	720,870	101,470	318,060	172,000	0,000	0,000
2107,200	118,170	110,860	717,970	720,870	720,870	101,480	318,100	172,000	0,000	0,000
2107,400	118,040	110,770	717,980	720,870	720,880	101,480	318,170	172,000	0,000	0,000
2107,600	117,960	110,730	717,980	720,850	720,880	101,480	318,080	173,000	0,000	0,000
2107,800	117,880	110,560	717,970	720,860	720,880	101,480	318,100	173,000	0,000	0,000
2108,000	117,680	110,350	717,960	720,860	720,880	101,480	318,140	173,000	0,000	0,000
2108,200	117,440	110,070	718,580	720,870	720,870	101,480	318,150	173,000	0,000	0,000
2108,400	117,200	109,920	719,140	720,870	720,870	101,480	318,150	174,000	0,000	0,000
2108,600	117,100	109,880	719,320	720,840	720,880	101,490	318,670	174,000	0,000	0,000
2108,800	117,000	109,740	719,440	720,860	720,880	101,540	318,400	174,000	0,000	0,000
2109,000	116,920	109,650	719,450	720,860	720,880	101,570	318,310	174,000	0,000	0,000
2109,200	116,760	109,430	719,320	720,870	720,880	101,590	318,090	174,000	0,000	0,000
2109,400	116,510	109,250	718,160	720,870	720,880	101,610	318,080	174,000	0,000	0,000
2109,600	116,380	109,130	717,490	720,840	720,880	101,630	318,110	175,000	0,000	0,000
2109,800	116,170	108,950	717,220	720,860	720,880	101,640	318,150	175,000	0,000	0,000
2110,000	116,050	108,870	717,110	720,860	720,870	101,650	318,100	175,000	0,000	0,000
2110,200	115,960	108,790	717,060	720,860	720,870	101,650	318,120	175,000	0,000	0,000
2110,400	115,900	108,700	717,050	720,840	720,870	101,650	318,170	175,000	0,000	0,000
2110,600	115,780	108,590	717,040	720,850	720,880	101,650	317,930	176,000	0,000	0,000
2110,800	115,500	108,330	717,070	720,840	720,880	101,650	317,870	176,000	0,000	0,000
2111,000	115,260	108,140	717,050	720,860	720,880	101,650	317,880	176,000	0,000	0,000
2111,200	115,140	107,970	717,040	720,860	720,880	101,650	317,880	176,000	0,000	0,000
2111,400	115,070	107,850	717,060	720,860	720,880	101,660	317,900	177,000	0,000	0,000
2111,600	115,010	107,850	717,110	720,830	720,890	101,720	317,900	177,000	0,000	0,000
2111,800	114,870	107,710	717,140	720,850	720,880	101,760	317,930	177,000	0,000	0,000
2112,000	114,560	107,530	717,550	720,860	720,880	101,790	317,790	177,000	0,000	0,000
2112,200	114,350	107,320	718,290	720,860	720,880	101,810	317,770	177,000	0,000	0,000
2112,400	114,220	107,150	717,540	720,860	720,870	101,810	317,950	177,000	0,000	0,000
2112,600	114,170	107,090	717,240	720,840	720,880	101,810	317,800	178,000	0,000	0,000
2112,800	114,090	106,980	717,120	720,850	720,870	101,820	317,810	178,000	0,000	0,000
2113,000	113,980	106,910	717,070	720,860	720,870	101,820	317,960	178,000	0,000	0,000
2113,200	113,810	106,780	717,050	720,860	720,870	101,820	317,730	178,000	0,000	0,000
2113,400	113,570	106,590	717,050	720,870	720,870	101,820	317,860	179,000	0,000	0,000
2113,600	113,430	106,430	717,080	720,870	720,870	101,830	317,920	179,000	0,000	0,000
2113,800	113,260	106,290	717,050	720,860	720,870	101,840	317,820	179,000	0,000	0,000
2114,000	113,170	106,120	717,050	720,860	720,870	101,900	317,910	179,000	0,000	0,000
2114,200	113,120	106,010	717,060	720,860	720,870	101,920	317,890	179,000	0,000	0,000
2114,400	113,060	105,950	717,040	720,860	720,870	101,940	317,770	179,000	0,000	0,000
2114,600	112,910	105,900	717,050	720,860	720,880	101,970	317,960	180,000	0,000	0,000
2114,800	112,680	105,800	717,070	720,860	720,870	101,980	317,890	180,000	0,000	0,000
2115,000	112,450	105,600	718,360	720,860	720,870	101,980	317,740	180,000	0,000	0,000
2115,200	112,310	105,430	719,060	720,860	720,870	101,980	317,750	180,000	0,000	0,000
2115,400	112,230	105,280	719,300	720,870	720,870	101,990	317,700	181,000	0,000	0,000
2115,600	112,180	105,200	719,430	720,850	720,870	101,990	317,820	181,000	0,000	0,000
2115,800	112,090	105,080	719,470	720,860	720,870	102,000	317,720	181,000	0,000	0,000
2116,000	111,930	104,990	719,530	720,860	720,870	102,000	317,660	181,000	0,000	0,000
2116,200	111,780	104,950	719,450	720,870	720,870	102,050	317,750	181,000	0,000	0,000
2116,400	111,550	104,820	719,500	720,860	720,870	102,070	317,640	181,000	0,000	0,000
2116,600	111,420	104,730	719,490	720,870	720,870	102,100	317,430	182,000	0,000	0,000
2116,800	111,290	104,570	719,490	720,870	720,870	102,130	317,610	182,000	0,000	0,000
2117,000	111,230	104,320	719,480	720,870	720,870	102,140	317,470	182,000	0,000	0,000
2117,200	111,160	104,200	719,490	720,850	720,870	102,150	317,660	182,000	0,000	0,000
2117,400	111,000	104,090	719,530	720,860	720,870	102,150	317,530	182,000	0,000	0,000
2117,600	110,890	104,040	719,520	720,860	720,890	102,150	317,850	183,000	0,000	0,000
2117,800	110,650	103,960	719,490	720,860	720,880	102,150	317,640	183,000	0,000	0,000
2118,000	110,480	103,870	719,480	720,870	720,870	102,200	317,600	183,000	0,000	0,000
2118,200	110,360	103,680	719,460	720,860	720,870	102,240	317,460	183,000	0,000	0,000
2118,400	110,290	103,490	719,510	720,870	720,870	102,250	317,480	184,000	0,000	0,000
2118,600	110,240	103,370	719,490	720,850	720,870	102,260	317,330	184,000	0,000	0,000
2118,800	110,150	103,230	719,510	720,850	720,870	102,290	317,500	184,000	0,000	0,000
2119,000	110,060	103,130	719,500	720,860	720,870	102,310	317,510	184,000	0,000	0,000
2119,200	109,850	103,080	719,490	720,860	720,870	102,310	317,560	184,000	0,000	0,000
2119,400	109,650	102,990	719,510	720,860	720,870	102,320	317,520	184,000	0,000	0,000
2119,600	109,530	102,920	719,520	720,870	720,870	102,320	317,590	185,000	0,000	0,000
2119,800	109,390	102,820	719,510	720,860	720,870	102,320	317,460	185,000	0,000	0,000
2120,000	109,330	102,610	719,510	720,860	720,870	102,330	317,430	185,000	0,000	0,000
2120,200	109,280	102,440	719,510	720,860	720,870	102,330	317,470	185,000	0,000	0,000
2120,400	109,220	102,280	719,480	720,860	720,870	102,370	317,400	186,000	0,000	0,000
2120,600	109,110	102,230	719,460	720,860	720,880	102,420	317,380	186,000	0,000	0,000
2120,800	108,910	102,130	719,520	720,860	720,880	102,460	317,330	186,000	0,000	0,000
2121,000	108,730	102,070	719,510	720,850	720,870	102,480	317,360	186,000	0,000	0,000
2121,200	108,540	101,980	719,510	720,850	720,870	102,490	317,360	186,000	0,000	0,000
2121,400	108,430	101,930	719,500	720,860	720,870	102,490	317,390	186,000	0,000	0,000
2121,600	108,400	101,840	719,460	720,850	720,870	102,490	317,290	187,000	0,000	0,000
2121,800	108,350	101,600	719,460	720,860	720,870	102,490	317,280	187,000	0,000	0,000
2122,000	108,290	101,410	719,480	720,860	720,870	102,490	317,220	187,000	0,000	0,000
2122,200	108,170	101,320	719,460	720,860	720,880	102,490	317,350	187,000	0,000	0,000
2122,400	107,980	101,210	719,500	720,860	720,880	102,500	317,310	188,000	0,000	0,000
2122,600	107,800	101,140	719,430	720,860	720,880	102,500	317,090	188,000	0,000	0,000
2122,800	107,660	101,130	719,470	720,860	720,870	102,530	317,230	188,000	0,000	0,000
2123,000	107,520	101,050	719,460	720,870	720,870	102,570	317,250	188,000	0,000	0,000
2123,200	107,430	100,900	719,490	720,860	720,870	102,620	317,190	188,000	0,000	0,000
2123,400	107,380	100,840	719,440	720,860	720,870	102,640	317,130	189,000	0,000	0,000
2123,600	107,390	100,690	719,430	720,860	720,880	102,650	317,130	189,000	0,000	0,000
2123,800	107,320	100,450	719,450	720,860	720,880	102,660	317,200	189,000	0,000	0,000
2124,000	107,150	100,330	719,510	720,860	720,880	102,660	317,290	189,000	0,000	0,000
2124,200	107,000	100,250	719,520	720,860	720,870	102,660	317,150	190,000	0,000	0,000
2124,400	106,820	100,210	719,500	720,870	720,870	102,660	317,050	190,000	0,000	0,000
2124,600	106,690	100,210	719,490	720,860	720,870	102,690	316,970	190,000	0,000	0,000
2124,800	106,550	100,160	719,440	720,860	720,870	102,720	317,100	190,000	0,000	0,000
2125,000	106,480	100,040	719,490	720,870	720,870	102,750	317,070	190,000	0,000	0,000
2125,200	106,440	99,900	719,470	720,860	720,870	102,800	317,030	190,000	0,000	0,000
2125,400	106,400	99,760	719,440	720,850	720,870	102,810	316,920	191,000	0,000	0,000
2125,600	106,360	99,590	719,430	720,850	720,880	102,820	316,920	191,000	0,000	0,000
2125,800	106,250	99,420	719,420	720,860	720,880	102,820	316,960	191,000	0,000	0,000
2126,000	106,040	99,310	719,460	720,870	720,870	102,830	316,870	191,000	0,000	0,000
2126,200	105,860	99,250	719,500	720,850	720,870	102,830	316,890	191,000	0,000	0,000
2126,400	105,640	99,180	719,540	720,860	720,870	102,830	316,790	191,000	0,000	0,000
2126,600	105,590	99,160	719,480	720,860	720,870	102,840	316,960	192,000	0,000	0,000
